review_text,sentiment
All products were small sample size. And the mascara I can’t even use because it’s dried up. For the money you pay you would think you would get better quality. Very disappointed.,0
It really doesn’t slow down hair growth.,0
This is one of the coolest products I've bought on Amazon. Sometimes I feel like a cluzts putting on my make up. This product makes me feel like a make up artist. came right away and in good condition.,1
I didn’t want to spend so much money on a brush but it’s the best brush I’ve ever had. I can feel a difference when I use it. It is so gentle on my thin hair. So worth it. I am going to buy the other brushes as well! Absolutely love it!,1
2nd order replacement came the same way polish leaked in package. Ridiculous,0
,0
Only three of the four items in the set were in the box.,0
"The product says it's the same 5W1, but when it arrived it's a shade lighter than the one I bought over the counter at Macy's.",0
Too expensive for such poor quality. There was no improvement and I am starting to think my scalp is worse off than it was before I started using this product. I do agree with other reviews that it feels watered down too much. Had to use more shampoo than all other shampoo's I have tried to get a good lather.,0
I have used this before purchasing it from the store.  Not sure if this is a bad batch or counterfeit but it doesn’t smell the same.  No smell of vanilla and Amazon doesn’t allow return.,0
"This bow holder is SO cute on my daughters wall and holds tons of bows. I’m so glad I bought this, it’s going to be cute in her room for many years. Seems like good quality",1
"Love it!<br />I have a hard time getting out of my car thanks to back and knee issues and my car is lower to the ground.<br />Anyone who has issues with getting out of your car you need this.<br />I love it also because it has a seat belt cutter, can break a window and has a small flashlight in it.<br />Highly Recommend it.",1
great product already bought again used the whole bottle,1
"I was so excited to try this all new alternative to the beauty blender. I purchased two, one for myself and one for my daughter who's into makeup. Arrived on time but that's the ONLY positive about it. I fell for this scheme---It does NOT do what all the hype claims.  Foundation is applied very streaky--NO smooth coverage. Terrible product. Truly a disappointment.  I do not recommend wasting your money.",0
Gave it as a gift.  Was much appreciated.,1
this is not a genuine product.<br />scent different and doesn't last long.,0
Fantastic. A little goes a long way.fun. Pink is very pretty .,1
"This is not a red, rather a brownish pink. :( I was very excited to get this one but pretty disappointed now.",0
"I’ve been ordering these same lashes for the past year or two and I love them. So convenient and good for everyday wear. I always get lots of compliments and when I tell them the price, they can’t believe it.",1
$60 for 1 oz it’s ridiculous,0
I love using these products and knowing that im not contributing to the endless plactic!!!,1
It’s burns my face super bad and it shouldn’t considering it’s suppose to be an aloe mask stop putting crap in it that doesn’t need to be in it ie chemicals,0
"Made me breakout, and my skin become overly oily. Great moisturizer for dry skin areas only. Can be used on whole external body! Helps stretch marks scars. Great buy but not for what they recommend. Ask your doctor before using. Do not put near eyes, it causes temporary blindness.",0
"I purchased these to use with a Parrafin Wax Hand Tank - they greatly enhance the hand-spa experience.<br /><br />I've had occasion to use them by themselves, but prefer to use along with the Hand Wax Spa treatment",1
"Was only able to use once, because pencil dried out..",0
This hair would not lift or dye. Hair must not be 100%. Human. Totally unhappy. Now can’t use hair at all want a refund,0
Oh this is my very favorite product. Not greasy. Absorbs beautifully and is a wonderful easy product with no residue,1
I have to cut the twist part off for them to go in other then that I like them,0
"shorter than expected, only cover about 2/3rd  of the lid leaving the lashes looking unfinished, much too short",0
"Does not hold to the wall securely, keeps slipping.",0
Worked great,1
"It came well packaged, aside for the oil spilling a little bit, so maybe better seal on that. However, over all the trimmers were super easy to assemble, use and clean. My 5 month old did not seem to mind as it was nice and gentle in her head.",1
I absolutely love it and it was just what I needed. Does all that I expected it to do.  Great deal!,1
"I wanted to give this product a try . Not really liking the scent as much as I thought I would,. Not worth the money I spent.",0
"I love how soft the mitt is! Also the design is great, easily removes my makeup. And with the two included, I can throw one in the wash and still have the other to use.",1
"El producto funcionó bien lo pedí una vez hace un par de meses, ahora todos los meses encuentro un cargo en mi tarjeta por el mismo producto y siempre tengo que cancelar la orden.",0
I like the way both of them had my hair feeling. They are great products for low porosity hair.( I don’t know about the other porosities just speaking based off my experience),1
no result at all. wasted my money.,0
The pencil covers don’t stay on r not tight when putting back on when I opened the box and turned over to look at the pencil the covers came falling out . So when I opened my makeup bag samenhing . Would not recommend because of that,0
one does not work.,0
This did not work for me at all. I used it and didn't notice a difference in shine. So then I used a blotting paper right after and it picked up all the oil on my skin that the foam pad did not pick up. Maybe it's my skin but 1-ply tissue works better than this thing.,0
Not the color ask for and it was too dry!  It had a foul smell to it  :(  :(,0
"I use tweezers almost every day, mostly for eyebrow shaping and splinter removal (I have 2 young kids so this is a regular occurrence).  I've tried quite a few different tweezers, but my favorite is an old Revlon one that I've had for more than 15 years.  To me, it's not just about the angle or the point - it's the gripping power.  This LeiCare set works well and have become my go-to splinter removers.  They grip well and for the price (currently $6.99 for both tweezers and the case), I think these are a good deal.  My only complaint is with the case.  It's basically cardboard so while it's held up so far, I don't think it will last long.  If you lose the little ""straps"" that hold the tweezers closed, the case won't close.",1
I wanted to give one more try...but i dont see any improvement on my acne scar. sigh,0
"The roll of stickers ends on a sticker ripped in half and also has a different sticker holding the roll closed and thus sticking to another sticker so that it can’t be used so don’t count on having exactly 150 count if that’s what you need, but they are still cute and good quality.",0
My favorite makeup.  Long lasting even in humidity.  Glad I can purchase this on Amazon.,1
"I thought these would be a brush, but they are some hard foam material that doesn't really absorb any liquid",0
When I use these in my hair it can be a real battle to get them in. The part you hold in your hand is too small or the spring is too tight and it takes me a few times of them flipping on the floor before the clip makes it to my hair.,0
I purchased on a whim & am in love!!,1
This is the thinnest hair I have ever ordered! I only buy for added length and volume usually only using a bundle for what I want. I had to use a bundle and a half and still this thin hair ain't cuttin it! Besides that I had to wait 2 days for the second bundle even though I ordered it all together. Never again!!,0
"Smallish head, handle too short, VERY HARD TO GRIP WHEN WET AND SOAPY. Bristles are nice and soft.",0
Purchased for my daughter's stocking so she can clean her beauty blenders. Works great.,1
Good,1
Good for my hair,1
I returned mine the tip is too soft it want pick the stones up,0
"This came in a pack of 1 even though it was advertised as a pack of 2. Additionally, the expiration information was cut off of the top of the bottle.",0
"The nails had a nice length and almond shape, but the nail bed part was a bit square for my round nail bed. This problem could be different for others and it is possible to file it, but I chose not to. The design is just like the picture and they are a pretty stable thickness(doesn’t feel like a thin/bendy/cheap plastic. (I also ended up using two white nails unlike the picture because they just fit my nails better.)<br />I did use the stickers that came with it and the adhesion seems good, but I’ve only worn them for a day so far. Overall recommend these nails, but you may need to shape a lot to your liking",1
Took these and dropped them off at my.nearest ups. These are too thick and bulky built! The base is SUPER BULKY forno reason. Natural looking is out the window you'll look like a clown!,0
"This broke on the 3rd use.  It was not dropped or damaged in any way.  The plastic is just SO thin and brittle that it literally just FELL APART in my wife's hands.<br /><br />Stay away from this.  I am not sure if there are better alternatives (my wife will look for a new one of a different brand for herself), but this one is junk.<br /><br />On the plus side,  Amazon issued a refund in just minutes to my account.",0
Love Makeup use to be in a basket all cluttered Now I am organised,1
"makes my heels so soft and attractive looking,no roughness or callous areas left.",1
These are not as advertised. It is just paper. These are not stick on nails. I threw every single one of them away.,0
"This detangles all right, not great. But the spray mechanism broke after 2-3 uses. Given the average performance of the product and the poor design, I'm going to look elsewhere.",0
Lo recomiendo,1
"This does not smell like the Lick me over that the oil people sale at the mall or at the fair, but it has a pleasant smell very sweet like cotton candy.",0
The recommendation to use your finger instead of brush for the darker colors works great.,1
This product isn't good.<br />Like 4 of the bottle were busted or leaked. Once applied if you wash dishes or shower it just flakes off so disappointed.,0
Love this color.  At Walgreens it came with a clear top coat which made it stay on longer and look great! I'm ordering from here for the first time cause I can't find it anywhere but I already know this is a great color! The gold is pretty too!,1
It came broken and out the packaging. It’s very pretty but super cheap quality,0
"So ,Many sellers offer this product,  I specifically chose this one because it shows book on skin included..well No book came. Also it has only half of what you Need to charge,comes with cord but No adapter (sketchy). Luckily I have one or I would have been even more upset..so it's charging but so far not impressed. I tried it to make sure it even works and it's very low..power wise..we shall see..so finally used it..abit weary on it turning on it hesitates I read reviews saying it died in a month or so..I have a Sneaky suspicion it might not make it..will update on its 'condition ' after a few more uses..Ohhh and they send you a card with an ""invalid "" address to register it right away..digging and searching for a way to contact them about it and no luck.",0
"Excellent product! I've already noticed a difference in whiteness and my teeth feel extremely clean. The amount is lasting me for a long time as well. Overall, very satisfied with this purchase.",1
it moves around too much so i don't really get the look i want,0
"I have thick naturally curly hair that when I put up always knots at the top and I was hoping this would allow me to brush my hair quicker. I am not entirely satisfied with the results compared to the price charged for this.<br /><br />First I had a lot of issues with this brush making it all the way through my long thick hair, leaving the knots at the top and underneath my head. I ended up having to use my old hard bristle brush to get some of the knots out and finishing up by using this brush.<br /><br />Second this brush does have quite of bit of weight to it and I found the handle start digging into my hand and causing some pain when I was trying to work through some knots in my hair.<br /><br />That being said I was happy with the results, in my pictures the left size of my head was brushed with my old brush and the right side with this brush and I could see a visible different in the amount of frizzing my hair was doing, especially at the top.<br /><br />Where I was super impressed with this brush was in the softness of my hair after using it, I could not believe the difference in the way my hair felt compared to a traditional brush. SO I will be using this more of a finishing brush rather than an everyday brush.<br /><br />Overall if you have thick curly hair I would not recommend this as the results I received weren't in line with the cost associated with this brush.",0
It is just perfect for the top of my sink - love it.,1
"I was excited to buy this product to see if it would actually keep my swimsuit in place. After using this product, I unfortunately was extremely disappointed.<br />I wound up using a few strips to keep my suit attached to my cleavage to prevent any nip slips. I used 3 on each side to ensure that nothing would fall out. After 10 minutes (before I even went into the water) I noticed they were still stuck to my body but were not sticking to my suit. So I decided to take them off and take my chances. For the next Week and a half I had 3 rectangles of red irritated skin on Each of my breast. I wouldn’t consider myself to have sensitive skin and I’m very concerned for the women who do and are considering buying this product.  Please DO NOT purchase this product if you have any skin sensitivities.",0
very cute. this is my first time trying false lashes. love the easy and effect. definitely recommend.,1
Holds a lot of items. Helped clear my counter top and gave me much more space.,1
"such a beautiful color but it wont seal. I use pink gellac top and base coat, and have never experienced this with another polish before. super disappointed :( update: had it exchanged and it still won’t seal. I gave up",0
Great product for  our dry skin..an the price is right...,1
"These are cute, a little pricey; but work well.",1
I love this makeup. Matches my skin tone and lasts for hours.,1
"I use these primarily for blending foundation, contouring and blush. I use them in conjunction with straight brushes. They are very soft, yet firm enough for application and blending. I would definitely recommend them. They wash easily and do not fall apart. Must have!",1
I use this once a week and I remove a ton of dead skin. The only trick to it is soaking in the tub for at least 15 minutes. I feel soft and silky when I’m done. This product is inexpensive and does the job!,1
I'll be spraying this one a lot! It's strong at first but the fragrance lasts for hours. This company knows how to make quality products.,1
Smells great and doesn’t leave my hair so dry.,1
I love this hair! It is very lightweight and puts a lot less stress on my base braids. I would like to suggest that you offer a lighter gray and come up with an 8 in a 10 inch and a 12 in length. Most lengths start at 14 or longer and some women would like shorter lengths in this style. And I can wear a hat!,1
It's super quick. I don't care for the timed modes. I wish it had a constant-on function. ...had it for almost a year now and some reason i can't replace the head.,1
"I Expected so much more from these , they were so cute but just very small and hurt! They damaged my nails and it hurt so much.",0
I just purchased this combo and used it for the first time two days ago. The first day my hair felt heavy and super greasy so I thought maybe I did something wrong and didn’t wash it out properly. I usually wash my hair every 4 days but ended up having to wash it after 2 because I woke up the second day and my hair looked and felt so greasy. Not even dry shampoo could save it. I used it again today and made sure to comb my hair while rinsing and rinsed it a lot longer. It’s even worse!!  It feels and looks like I haven’t washed my hair in weeks. There is so much oil and gunk around the perimeter of my scalp I now have to wash my hair a second time today because I physically cannot leave it like this. What a waste of money!,0
Very comfortable and easy to use.,1
Value and quality! Love it!,1
Me encantaron!,1
This is a good hairdressing cape and very easy to clean it.<br />Water resistance and light weight.<br />The quality is good.,1
Hair mattes and sheds ALOT<br />It’s more curly than deep wave which i don’t like<br />Hair looks good at first<br />Have to keep it wet to look good once it dries it’s matted,0
Great Price and it arrived fast!!! I will definately be ordering from them again!! Love this shampoo & conditioner. My hair feels great!,1
"First this is not long enough for a tall person, with minor shoulder issues<br /><br />Then a hand strap broke. Appeared to be seven with one thread, not cross stitched.<br /><br />It a waste of money.<br /><br />( I amended my review from 1 star to 3, as the company reached out and sent me another. Hope this one lasts longer. I cannot give above a three since the first one broke so quick. )",0
"This smells great and does a great job of softening your skin. But, if you are expecting it to clean your pores, buy some pore strips because this doesn’t work as the videos claim it does. If you take some chia seeds and spread them on the mask you will get the pictured results, but if you’re hoping to draw out impurities from your pores, forget it.",0
Perfect for my project!! Just like the pic,1
Was not as good as I hoped for.,0
If the rollers I had were any good these would probably work but with mesh rollers (with no brush inside) the picks cannot hold the roller in place. I used two picks per roller and they just fell out.,0
"Top notch, make sure you get the ones made in Japan as the Chinese ones are a very poor imitation. I have given several of these as gifts and my friends are still thanking me.",1
"Love the gel but the enamel color is less pink, more purplish. I had this color done at a salon while vacationing and wanted it again. Bought this to take to my manicurist. She seemed to mix it well enough. Will try again and see if I get the same result next time.",0
—-,0
Compares well to two other coffee scrubs I’ve tried. Nothing bad to say!,1
"This is the worst hair I have ever purchased! The first day it looks great but after that it feels so dry and stuff. I have tried using oil, conditioner, etc to tame this mess to no avail. I’ve only had it in for three days but I need to take this mess out ASAP and run to the local beauty supply for a different pack of hair. I’m not a newbie to crochet braiding either but this hair is something I can’t deal with.",0
I got these because as time goes on bra straps just dont want to stay in place. I walk everyday from trolley to work so these keep me from reaching to pull straps in place all the time.The down fall is someone has to help you put them on. I have yet to figure a way to get it on myself without spending hours trying.,0
Fooled!,0
"When i first got the hair, I really liked the quality of it and that it wasn't too thin. I wore it twice and brushed it twice and after the first time, there was about 25-30 hairs that fell out and after the second time, there was about 10-15 hairs that fell out.  It's a bit worrisome since I only wore it twice, that's why im giving it 3 stars",0
Colors and products are not as advertised. No baby blue eyeliner,0
"Es bueno, pero deja residuos en el cabello",1
Love this lotion very hydrating works wonders with my eczema,1
"Very very, very thin. Thickest wefts I've ever seen.",0
Way too large,0
Superbe,1
"does NOT smell tropical or like the sea at all, but if you’re going for that classing sterilized airport/doctors office smell then this is perfect",0
It’s cute but not durable at all... use once and it breaks,0
"I got 2 of these pencils in different colors, as I didn't know what color was closest to my natural color. As soon as I opened the color 03, about a 1/4&#34; section fell out. Since I've been using it, as it is my color, more pieces keep breaking off. I barely even touch it to my skin and it breaks off. Unfortunately, there is no way to put it back together. And only having it a week, and I have already used half of it. It's definitely Not worth the time it took in shipping to get to me, as well as it breaking.",0
The package that I received was dried up. I was refunded my purchase price and threw it away.,0
It smells kinda like a cleaning product,0
Very poor product,0
Arrived on time love the lashes reusable as well comes with bonus eyeliner pen💞,1
"I purchased this as a gift for a friend. She said it works. I gets the brushes clean. It even dries  them. But they spin so fast that your brushes end up getting all fanned out and frayed looking.  You could probably shape them back, but I think long-term it would be really hard on your brushes.",0
Garbage. It had absolutely no strength and would not come off in one piece. Wish there was a 0 star option.,0
"Combined with Zoya's Anchor Base Coat and Armor Top Coat, this polish looks amazing and stays on beautifully!  I get compliments all the time on the two darker shades.  I use the sparkly one on top of the other shades to add a little more dimension to the color.  They're neutral enough to wear with any color.  I would buy more colors of this brand!",1
"It is more beautiful than I thought.  Its cost is really cheap in comparison of the good quality of the tiara, I am very excited and I can't wait to use it.  I will use it to celebrate my mom's 90th birthday.",1
Did not like it!,0
Stop thinking about it--this product works. I just got it and tried it out in the shower. And I am impressed with the results as you can see in the pictures. One picture is before the shower and one is after.<br />Now I will say this towel was initially deceptive because I had felt rougher towels before. But when I put water on that thang it turned into the HULK! Now if you got that wimpy scensitive skin this might not be for you. This is like 80 grit sandpaper. So if you can't hang with rough and tough.... Amazon has Snuggle sheets for you lightweights too. Oh yeah get you some moisturizing body soap too it goes a long way when using this towel.,1
I travel frequently yet use this every day so I know I have everything I need when I add it to my travel bag,1
"These are very pretty, but unfortunately they fall apart quite fast. I tried to put mine on my head & it ripped immediately! (And I don't even have a big head! Lol, Or do I? Haha) I also noticed a lot of the material kept flaking off & getting all over the place. I noticed a ton of that in the bag too, so they're a bit messy, just some things to keep in mind. Hope my review helped you!",0
Love these great for holding the soap in the shower. Great price for the quantity you get.,1
This is one of the most relaxing smells I've bathed with. It pleases my senses.,1
"I am very pleased with these. The bristles feel satisfying and do a really good job cleaning my teeth. The colors are handy to keep track of which toothbrush is yours. I was not expecting to like bamboo toothbrushes so much - I thought I would make a sacrifice for the environment, but I actually like them better than the expensive plastic ones we used in the past. I hope they keep making them exactly like this.",1
The Water smells bad everytime I use it. Even with me putting new water in it every time. Not sure why but it’s gross,0
Absolute crap. Tried doing it on my own and ended up feeling like I ripped some hair out. Couldn't even finish because the hook kept tangling my hair up and wouldn't pull clean through these things. My hair doesn't normally bunch up and knot easily either.,0
"Not the same color as mentioned I. The picture and the 3 headbands weren’t included. The hair is also not as thick as pictured , I’m going to make it work.",0
"Bristles are very soft, not coarse at all. It will remove dead skin from your body but product doesn’t keep well.  The bristles have already become matted on the small brush after a week of use. I purchased a very coarse shower brush from the dollar store that was perfect, this one is way overpriced.",0
I really enjoyed this bag at first. I wasn't really rough with it... just stored some makeup in it. It wasn't long until the lining and stitching started coming apart. Not the best quality. Now I just use it to store my ipsy makeup bag collection.,0
Loyal user for years. Well made. I like the choice of available colors. Quality is consistent but some attention is needed as the inner color core sometimes falls out.,1
Tasted weird and were called &#34;scents&#34; not flavors and was super expensive! DO NOT BUY!!!,0
The box was all wet and it was a box inside a box its was packed good machine on charging right now have not used it but I did open it up and it looks OK there some things that looks light scratch to and it didn't have any like plastic shrink wrap protecting wrap-around it and my nail kit the fingernail clippers was broken but I haven't tried it out yet I am currently charging it I will post an update after it's done charging,0
It smells great ! Wasnt able to detangle or moisturize this frizzy dry hair,0
It drys fast and stays,1
Aplicar mascarillas faciales,1
"I have a plastic comb of the same size and cut from another product and using this feels like night and day. IT looks great being wood, smells nice...had people comment on that, nice carrying case. Most importantly, it feels just more soft, gentle, and smoother than combing with the plastic comb. Zero regrets, would buy again.",1
Don’t buy,0
They are very small in size & no clay was included to attach nail to display.,0
I really wanted to like this wig based on previous comments but the wig came with a layered look due to half the hair already breaking. Picture shag more than beautiful long locks. Color was great but it full of broken hair that doesn't even measure 8 inches let alone 14. Pictures to come.,0
Did not include an led light (which was pictured) and there were no instructions at all (paper or online),0
Love it,1
Just got it but by far the best I have ever purchased. I travel a lot and this hits the mark. Can’t verify durability yet but will let another review state that a month from now.,1
"Love this mask just perfect , just as described even better .",1
These razors are completely dirty do NOT BUY these razors. These people owe me a refund buy from a local beauty supply instead.,0
Smells wonderful! Don't bath with it but use it to bring a hint of its fragrance to my room :),1
Nice stretch and perfect thickness,1
Works slow bit works and it absolutely smells great,0
This is a miracle worker!  Comes out the tangles like magic!  Love it!,1
"I have locs that are down to my backside, but I still love curls and I needed something I could sleep in to ensure my locs were completely dry and SMOOTH. These rollers have been the answer. I use them in my bonnet dryer and they are easy to roll. I wish they were a little longer in the tube are to accommodate more hair, but overall, I am so happy to finally find a product that caresses my natural hair.",1
This is supposed to deposit ashy tones and I got purple hair! I’m gonna have to wear my hair in a ponytail to work to hide it until it washes out. On top of all that ... it came in a busted mess!!,0
Not sure how this comes up when you search for Phoera but this is NOT the same.  It seems I'm not the only one who was tricked as there are similar reviews.  The color is WAY WAY too dark so I can't even try to see if the makeup is decent because it would look ridiculous on my skin tone.,0
The hair was very thick and doll-like.  Many of the adhesives didn't have enough glue to be able to use and so were useless and thrown away.  I would not recommend.,0
I love this product. I have brought several to family members. Its the best thing since sliced bread. Love the price and colors. I often say where was this when I was growing up?,1
Nice fragrance. Nice consistency. Did not assist with my arthritis joint or muscular pain.,0
"I have purchased this product many times at Sally Beauty.  When it wasn't available, I decided to purchase online.  The item came, one bottle was partially opened and leaked.  Neither bottle had the enough silver it the bottle to even be seen. Very disappointed in this and it can't be returned.",0
It’s cute but it literally hurts my ears. Can’t leave it on for more than 15 mins,0
"I'm really enjoying this shower bag. There are ample pockets for my products and I don't feel bad that it gets splashed while I'm showering at the gym. The material tends to dry quickly and I just wrap it in my towel until I can hang it up to dry a bit longer. Cute color, too!",1
Purchased the medium grit product and it didn't remove minor coffee stains from teeth.,0
I like the product. I also like the Suavecito one and use both. This one on top of the head where the hair is longer and the cheaper Suavecito on the sides or in spots where the hair needs extra hold. It's a strong hold but I would call it medium-strong. Smells really good. Not greasy feeling like some brands. It's vegan. Worth a try to see if you think it's worth the money IMO.,1
Good,1
I ordered this and canceled it before finally ordering it and then deciding to return it when it came having found another one I wanted.  However i tried it and I was in love. It's so smooth and your hair glides through it. It left my hair silky and shiny.,1
Too difficult to put on hairdryer,0
"Hair was a good texture but lace was horrible . It has a netty look .. it’s false advertisement. It need a better lace . It sheds , I’m just so upset I spent so much money for trash .",0
I like the hand but I dislike that it's hard getting false nails off of this. I wanted this to practice putting on and shaping false nail but I tried once and having a hard time removing them. The acetone that's suppose to remove the nail and glue helps but I have to let it soak repeatedly in order to completely remove the nail. Me repeatedly doing this softens the fake hand cuticle and just gets ruined.,0
You could find this cheaper but I love the case. it allows me to travel with less brushes since I can clean them between products,1
"I am so glad to find this.  I love this scent!  It is strong, however, for those who may be sensitive to strong smells.",1
"This is hands down the best heat protectant spray I’ve ever used, and I’ve been blow drying my hair for 17 years. I’ve used other ones with natural oils and ingredients and they tend to weigh my hair down. I have curly hair and I blow dry it straight weekly, so it can dry and break easily. This spray has kept my hair healthy for many years and it doesn’t look like it has some bulky product on it. It flows freely. It’s a dry oil so it doesn’t leave my hair oily either. Over all, a great product, and for the price it’s a steal.",1
Great deal for magnetic lashes and I’ve used several Amazon listed ones. I’ve bought these and recommended them more than once.,1
Just got it in the mail yesterday very happy with my purchase will recommend to others,1
I didn’t work at all.,0
Omg do not get this doesn’t work at all!!! And the package was messed up and the lashes where everywhere! Really do not recommend they do not work at all don’t let others full u and I can’t replace this item and I spend a lot of money very unhappy do not buy it IT DOESNT WORK CHEAP SHI,0
"My daughters and I have tried every dry shampoo.  But they always leave hair feeling dull, dry or stiff.  This powder is the BEST.  Soaks up oil but leaves hair soft and natural.",1
"I love this hair straightener mainly because it does not damage my hair, it always leaves it very shiny and healthy looking. 100% recommended!!!",1
Those bottles leak big.  I took them with me for a multi-hop trip.  They leak and make a mess every time i fly.  I was washing the whole toiletry bag every time I reached the next destination.  What a shame,0
"I put it on to wear overnight, but because I sleep on my side, it basically detached from my skin.Since the product didn't stick, I have no idea if it actually works. Don't really want to walk around with it on during the day, but I may have no choice  but to do that in order to see if it actually removes the chest wrinkles as advertised. It is a bit disappointing.",0
"i love this hair so much!  I wore it to Jamaica for vacation it's beautiful, it looks exactly like the picture I would wear it again. I got alot of compliments on it.",1
This was a terrible brush. Didn’t even work on my hair. I bought it to carry in my purse but it’s going into the donation pile.,0
"I was interested to try something new, but these did not work as well as the style I’d used previously. They are definitely more durable, but since I end up skipping them altogether, it’s not a saver for us.",0
Item came opened and safety seals were broken.  Returned item and ordered another one and the same thing happened.  Bag looked open and safely seals on the box were broken.  I refuse to put a product in my body if that is the case.  Don’t waste your money!,0
"As soon as I opened the tube it was flaky, chunky, kinda dry. Not a quality product. I've used this before and it wasn't like that. I am disappointed",0
I have had a. Lot if brushes over the years but these Lange brushes are the best,1
"a gift, she loved it",1
This wig matted up really bad it wasn't made very well and the hair got tangled into the tracks and just was a not a pretty experience.. plus it smelled  . (Soft hair) but just not made right,0
Yuck 🤮,0
I like it because I love headbands,1
"forgot to check to see if it was lint free (which is not). its lint sticks on all surface it touches including my face, fingers, and nails.",0
The product arrived broken. It was shipped in just a plastic bag with no protection. I ordered this item as a gift so I was petty disappointed. The actual product itself seems good for the money. The colors were light and pretty for a teenage girl.,0
This mask is wonderful to use while I dust and vacuum. I have allergies and this mask allows me to do my housework without having an allergic reaction.,1
This is all I got in my order. 6 pieces out of a 17 piece order.  I didn’t even get half of my order.,0
Very dull light- almost useless.,0
Too expensive for the poor quality,0
Quality is superb.... im ready to buy another...,1
"Doesn't work,  just a waste of money, energy and tIme",0
The fabric is flimsy and cheap. It wouldn’t stay in place because it stretches out to easily.,0
"Another major let down... looks like quality in the picture, looks like a novelty when it arrives. Im a pretty small guy, 5'8 135 lbs... even My fingers don't fit in the holes for the scissors... Which were Absolutely what i was buying these for... They are tiny, and frail, and dull. Absolutely a product designed to grab attention and hope we don't demand a refund.... i will Not be living up to their Expectations and Will be getting my money back Immediately.  Will add pictures when i get home from work",0
Me encantó y lo recomiendo para piel grasosa.,1
Love my product,1
"I'm a little disappointed, they don't look as nice in my hair as I'd hoped. My hair is so fine I have to wrap them around 3 times and they just don't look that great on me. The issue is more my hair than the product. On the positive side, they do seem to be sturdy and they do hold your hair nicely.",1
"The wig is nice, no shedding but it's not thick and if you move the wrong way you can see all the tracks. I had to purchase a pack of hair from my beauty supply and added some extra hair in-between the big gaps. I paid$30 for one ticket than this.",0
[[VIDEOID:20cf4166cda9a0d80c532498a74a1e9d]] I Love Them,1
Smells terrible and it doesn't work. Waste of money.,0
"This is an amazing product. I like to use it to trim my body hair (mostly arms, legs, and private area). There are several trimming options to sift through to best trim or shave the desired area. I love the built in comb for more sensitive areas. Painless. Super easy to use. Incredible product. Would highly recommend for ladies sick of using razors.",1
It's okay - I will probably purchase again if I don't find something I like better.  Does the job!!,1
this product is good for someone who already has curly hair.. its very waterlike but it smells good ..,0
High quality with soft bristles,1
"I expected it to be a little bigger. It’s a cute lunch bag but it can not hold much. It matches my car, so I like it but I do not recommend if you need something sturdy.",0
"Seriously save my hair...They dont crease or pull my hair at all AND they stay where I put them lol I have super thick hair and it is bleached. If I don't have one of these I won't put my hair up. Period. They are a life saver for sure! I will say that I might try the MEGA because my hair is so thick and heavy, but these do the job until I decide to!",1
"My own fault.  Thought I was getting a large tube of lotion.  Actually 1.7 oz.  The product is nice, absorbs well and doesn't have an overpowering scent.  That said, I would not purchase again.  Far too little product for the money.",0
Used it twice. Third time wasn’t the charm. It didn’t turn on. The wires were barely soldered onto the power plug. They came right off.,0
Asco,0
It is really heavy. Even with a light touch while putting it on it goes one super heavy. Almost like liquid eyeliner. I know with this type of eyebrow makeup you need a light touch but that didn’t work. I had to dampen a Qtip and touch it up and soften it. It still looked super dark.,0
"Coming from a barber... I say it's everything your looking for in a beard balm! it's not too thick or over oily and this product holds very firm to give your beard the groom of a lifetime, while also giving it the viatamins & moisture it needs! If you don't know about how its used simply follow through the instructions givin. (Also a neat A+ packaging) As far as shipping this seller is on top of there game.. You can tell they truly commit everything to there brand and product with great passion. Now because I am a Hair Dr. It only makes sence to to put it my critique 😂 I feel your product comes down to be very satisfying and I can't wait to more to do more business in the near future such as purchasing beard oil. (what would be neat is a nice sample) 😁 However, the only thing I feel what would really sky rocket this specific beard balm already more than it is, Simpy comes down to the scent.. Its more of a candle, inscent smell to it. Which I feel was something new if that's what you were going for, then great job but If I'm not mistaken, I would be very interested in knowing if you guys have a beard balm with more of a masucaline scent to it? If not then it wouldn't be a bad idea at all! Why not expand the business.. Also what I feel would be neat, is a rounded sticker of your logo inside the beard balm. Overall, great beard balm for the buck!",1
Not easy to use,0
It was missing parts,0
It was supper thick and didn't work at all,0
"This is absolutely the most misleading picture and description of a product I've ever purchased on Amazon! This is not a &#34;crinkled&#34; scarf, more like a flat-sheer piece of fabric tightly folded into an envelope. There is no shape or dimension and would have not purchased if it had been shown accurately.",0
Aún no lo recibo!,0
Work well and fairly easy to program.,1
I’m so disappointed. That product look like used. It’s very ugly and dirty.,0
This is the perfect size for what I needed... had a big tub of loose powder and too bulKY to carry<br />.... good size..good for the price...,1
Ok they were inexpensive but don’t even stay stuck on my nails. I used one sheet thus far. Will see if all are like this. They are super thin too.,0
"After using another brand of slip solution for sometime, I decided to try this one. The solution is very thin..like water. It is terrible for molding and the nails just fall off. When the nail falls off, it is still wet underneath. With so many brands to choose from I hoped this one would work better. Overall, it's terrible.",0
Love them!!!,1
It works as intended  to without the paw inside.  When you put the dogs paw inside it dosen't turn the bristles. So I don't like it. Will not recommend buying.,0
Live this Bonet. I have long pics and my hair fits in perfectly,1
"Love this product, lasts all day",1
Too small for my eyelash curler.,0
Best sleeping curlers. Very easy to use. I removed the soft part. The quality is very good.,1
"This band is comfortable...for me maybe a little too loose.  Great rich colors, good material  and buttons are firmly sewn in band. I like it.",1
